,Unnamed: 0,Glycan,ID,Immunogenic,Link,species,class,domain,family,genus,kingdom,order,phylum
7313,7313,Fuc(a1-2)GalOAc(b1-3)[Fuc(a1-4)]GlcNAc(a1-4)GlcA(b1-4)GalA(a1-3)Glc(b1-6)[3dLyxHepUlosaric(a2-3)GalA(a1-3)Glc(b1-4)]GlcOAc(a1-5)[GalOAcA(a1-7)Kdo(a2-4)]Kdo,GBID15479,Unknown,None,Agrobacterium rubi,Alphaproteobacteria,Bacteria,Rhizobiaceae,Agrobacterium,Bacteria,Rhizobiales,Proteobacteria
7314,7314,Gal(b1-3)Glc(b1-3)Rha(a1-4)[Gal(b1-3)]Glc(b1-3)Rha-ol,GBID15480,Unknown,None,Acidomonas methanolica,Alphaproteobacteria,Bacteria,Acetobacteraceae,Acidomonas,Bacteria,Rhodospirillales,Proteobacteria
7315,7315,GlcNAc(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[GalOS(b1-4)GlcNAcOS(b1-6)]GalNAc,GBID15481,Unknown,None,Xenopus laevis,Amphibia,Eukarya,Pipidae,Xenopus,Animalia,Anura,Chordata
7316,7316,L-Man(a1-6)[Xyl(a2-3)]L-Man(a1-6)L-Man(a1-6)L-Man,GBID15482,Unknown,None,,Agaricomycetes,Eukarya,,,Fungi,Russulales,Basidiomycota
7317,7317,D-RhaOMe(a1-3)D-Rha(a1-3)D-Rha(a1-2)D-Rha(a1-2)D-Rha,GBID15485,Unknown,None,Pseudomonas savastanoi,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
7318,7318,DDManHep(a1-7)LDManHep(a1-7)LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,GBID15490,Unknown,None,Yersinia pseudotuberculosis,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
7319,7319,FucOMe(a1-3)DDGalHepOMe(b1-3)GlcNAc(a1-2)Man(b1-3)ManNAc(b1-4)Gal(a1-4)DDGalHep(b1-3)GlcNAc(b1-3)Gal(a1-2)Man(a1-6)[Gal(a1-2)][Kdo(a2-3)]Man(a1-4)Man(a1-5)[GlcN(a1-4)Kdo(a2-4)]Kdo(a2-6)GlcN(b1-6)GlcN,GBID15493,Unknown,None,Pectinatus frisingensis,Negativicutes,Bacteria,Veillonellaceae,Pectinatus,Bacteria,Selenomonadales,Firmicutes
7320,7320,GalNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,GBID15494,Unknown,O,Rana clamitans,Amphibia,Eukarya,Ranidae,Rana,Animalia,Anura,Chordata
7321,7321,GlcNAc(b1-4)GalNAcOPGro(b1-4)[Gal(a1-6)]Glc(b1-3)GalNAc(b1-6)GlcNAc,GBID15496,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7322,7322,Man(a1-3)[Par(b1-4)]Fuc(a1-3)GalNAc(b1-3)[DDManHep(a1-7)LDManHep(a1-7)]LDManHep(a1-3)[Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,GBID15500,Unknown,None,Yersinia pseudotuberculosis,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
7323,7323,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,GBID15502,Unknown,O,Sus scrofa,Mammalia,Eukarya,Suidae,Sus,Animalia,Artiodactyla,Chordata
7324,7324,[Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)GlcCho(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,GBID15504,Unknown,None,,Alphaproteobacteria,Bacteria,Bradyrhizobiaceae,Bradyrhizobium,Bacteria,Rhizobiales,Proteobacteria
7325,7325,Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc(a1-6)Glc,GBID15508,Unknown,None,Lactobacillus reuteri,Bacilli,Bacteria,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes
7326,7326,Xyl(b1-4)Rha(a1-2)[Rha(a1-3)]Xyl,GBID15509,Unknown,None,Aster scaber,Dicotyledons,Eukarya,Asteraceae,Aster,Plantae,Asterales,Angiosperms
7327,7327,Rha(a1-3)GalNAc(b1-4)Rha,GBID15511,Unknown,None,Serratia marcescens,Gammaproteobacteria,Bacteria,Yersiniaceae,Serratia,Bacteria,Enterobacterales,Proteobacteria
7328,7328,GlcOAc(b1-2)GlcOAcOSte(b1-4)GlcOAc,GBID15514,Unknown,None,Starmerella bombicola,"Microbotryomycetes, Saccharomycetes",Eukarya,"Sporidiobolaceae, undetermined","Rhodotorula, Starmerella",Fungi,"Sporidiobolales , Saccharomycetales","Basidiomycota, Ascomycota"
7329,7329,Glc(a1-4)GlcA(b1-4)[Gal(a1-3)]Fuc(a1-3)Glc,GBID15515,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7330,7330,Galf(b1-5)[Gal(a1-6)]Galf(b1-6)Galf,GBID15516,Unknown,None,,Actinobacteria,Bacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,Bifidobacteriales,Actinobacteria
7331,7331,Man(a1-2)ManOP(a1-6)[Xyl(b1-2)Glc(b1-3)]GalNAc(a1-5)KdoOPEtn(a2-6)GlcN(b1-6)GlcOPN,GBID15517,Unknown,None,,Deltaproteobacteria,Bacteria,,,Bacteria,,Proteobacteria
7332,7332,Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc,GBID15523,Unknown,None,Shigella flexneri,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Shigella,Bacteria,Enterobacterales,Proteobacteria
7333,7333,GalNAc(a1-3)[GlcNAcAN(a1-4)]GalNAc(a1-3)QuiNAc(a1-4)GalNAc,GBID15526,Unknown,None,Vibrio vulnificus,Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,Vibrionales,Proteobacteria
7334,7334,Rha(a1-2)Glc(b1-6)Glc,GBID15528,Unknown,None,Trigonella foenumgraecum,Dicotyledons,Eukarya,Fabaceae,Trigonella,Plantae,Fabales,Angiosperms
7335,7335,L-DigOMe(a1-4)DigOMe(b1-4)D-6dAraHexOMe(b1-4)DigOMe(b1-4)DigOMe,GBID15531,Unknown,None,Cynanchum caudatum,Dicotyledons,Eukarya,Apocynaceae,Cynanchum,Plantae,Gentianales,Angiosperms
7336,7336,Man(a1-3)[Galf(b1-4)]Man,GBID15532,Unknown,None,Sporothrix schenckii,Sordariomycetes,Eukarya,Ophiostomataceae,Sporothrix,Fungi,Ophiostomatales,Ascomycota
7337,7337,GlcNAc(b1-4)[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)FucNAc(a1-3)GlcNAc,GBID15533,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7338,7338,Rha(a1-2)Rha(a1-2)Rha(a1-4)[Glc(a1-3)]GalA(a1-3)GlcNAc(a1-3)Rha,GBID15534,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7339,7339,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID15535,Unknown,N,"HumanImmunoDeficiency Virus, MurineLeukemia Virus",Virus,Virus,Retroviridae,"Lentivirus, Gammaretrovirus",Virus,Ortervirales,Virus
7340,7340,Glc(b1-6)Glc(a1-3)Rha(a1-4)Glc(b1-6)Glc,GBID15539,Unknown,None,Anemone raddeana,Dicotyledons,Eukarya,Ranunculaceae,Anemone,Plantae,Ranunculales,Angiosperms
7341,7341,LDManHep(a1-7)LDManHep(a1-3)LDManHep(a1-5)Kdo,GBID15540,Unknown,None,"Plesiomonas shigelloides, Yersinia pestis, Yersinia pseudotuberculosis",Gammaproteobacteria,Bacteria,"Enterobacteriaceae, Yersiniaceae","Plesiomonas, Salmonella, Yersinia",Bacteria,Enterobacterales,Proteobacteria
7342,7342,ManNAcOLac(b1-4)GlcOAc(b1-3)D-FucNAcN(b1-3)ManNAcOLac,GBID15541,Unknown,None,Fusobacterium nucleatum,Fusobacteriia,Bacteria,Fusobacteriaceae,Fusobacterium,Bacteria,Fusobacteriales,Fusobacteria
7343,7343,[Gal(a1-6)]Glc(b1-4)[Gal(a1-6)]Glc(b1-4)Man(b1-4)Glc(b1-4)[Gal(a1-6)]Man(b1-4)[Gal(a1-6)]Man(b1-4)Glc,GBID15542,Unknown,None,,Dicotyledons,Eukarya,Salicaceae,Populus,Plantae,Malpighiales,Angiosperms
7344,7344,QuiNAc(b1-3)[GlcNAcOAc(b1-2)]GalOPGro(b1-3)GlcNAcOAc(a1-3)QuiNAc,GBID15543,Unknown,None,Hafnia alvei,Gammaproteobacteria,Bacteria,Hafniaceae,Hafnia,Bacteria,Enterobacterales,Proteobacteria
7345,7345,Galf(b1-5)Galf(b1-6)Galf,GBID15544,Unknown,None,"Cryphonectria parasitica, Mycobacterium bovis, Mycolicibacterium smegmatis, ","Sordariomycetes, Eurotiomycetes, Actinobacteria","Eukarya, Bacteria","Valsaceae, Gnomoniaceae, Cryphonectriaceae, Melanconidaceae, Mycobacteriaceae","Cryphonectria, Melanconis, Mycobacterium, Mycolicibacterium, ","Fungi, Bacteria","Diaporthales, Onygenales, Actinomycetales","Ascomycota, Actinobacteria"
7346,7346,Glc(a1-7)DDManHep(a1-2)[LDManHep(a1-6)]LDManHep(a1-4)[Glc(a1-4)GlcNAc(a1-4)Glc(b1-3)]LDManHep(a1-5)KdoOP,GBID15546,Unknown,None,Halomonas pantelleriensis,Gammaproteobacteria,Bacteria,Halomonadaceae,Halomonas,Bacteria,Oceanospirillales,Proteobacteria
7347,7347,Rha(a1-4)Glc(b1-2)[Glc(b1-3)]Glc(b1-4)Gal,GBID15547,Unknown,None,Agave sisalana,Monocotyledons ,Eukarya,Asparagaceae,Agave,Plantae,Asparagales,Angiosperms
7348,7348,GalALys(a1-3)GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-2)GalALys,GBID15551,Unknown,None,,Gammaproteobacteria,Bacteria,Shewanellaceae,Shewanella,Bacteria,Alteromonadales,Proteobacteria
7349,7349,Gal(a1-3)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-2)][GlcNAc(b1-6)]Gal(b1-3)[NeuNAc(a2-6)]GalNAc,GBID15552,Unknown,O,Bufo bufo,Amphibia,Eukarya,Bufonidae,Bufo,Animalia,Anura,Chordata
7350,7350,GalNAc(a1-3)[Glc(b1-4)]Fuc,GBID15553,Unknown,None,Providencia rustigianii,Gammaproteobacteria,Bacteria,Morganellaceae,Providencia,Bacteria,Enterobacterales,Proteobacteria
7351,7351,Rha(a1-3)Rha(a1-3)[D-FucNAc(a1-4)D-FucNAc(a1-4)]Rha(a1-3)Rha(a1-2)Rha,GBID15554,Unknown,None,Pseudomonas coronafaciens,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
7352,7352,GalA(b1-7)LDManHep(a1-7)[GalN(a1-4)GalA(a1-3)]LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)[AraN(b1-8)]Kdo,GBID15556,Unknown,None,Proteus penneri,Gammaproteobacteria,Bacteria,Morganellaceae,Proteus,Bacteria,Enterobacterales,Proteobacteria
7353,7353,SugOAc(b1-4)6dAltNAc(a1-3)QuiNAc(b1-4)SugOAc,GBID15559,Unknown,None,Fusobacterium nucleatum,Fusobacteriia,Bacteria,Fusobacteriaceae,Fusobacterium,Bacteria,Fusobacteriales,Fusobacteria
7354,7354,LDManHep(a1-6)Glc(a1-2)Glc(a1-3)Glc,GBID15560,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7355,7355,[Fruf(b2-3)]Glc(b1-4)GlcOP(a1-4)Glc,GBID15564,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7356,7356,LDManHep(a1-7)LDManHep(a1-3)[DDManHep(a1-2)LDManHep(a1-4)]LDManHep(a1-5)Kdo,GBID15565,Unknown,None,Rhodocyclus tenuis,Betaproteobacteria,Bacteria,Rhodocyclaceae,Rhodocyclus,Bacteria,Rhodocyclales,Proteobacteria
7357,7357,Gal(b1-2)Glc(b1-6)Glc,GBID15569,Unknown,None,Solanum dulcamara,Dicotyledons,Eukarya,Solanaceae,Solanum,Plantae,Solanales,Angiosperms
7358,7358,QuiNAc(b1-3)[GlcNAcOAc(b1-2)][Glc(a1-4)]GalOPGro(b1-3)GlcNAcOAc(a1-3)QuiNAc,GBID15572,Unknown,None,Hafnia alvei,Gammaproteobacteria,Bacteria,Hafniaceae,Hafnia,Bacteria,Enterobacterales,Proteobacteria
7359,7359,Man(a1-2)Man(a1-4)Gal(b1-2)Man,GBID15574,Yes,None,Burkholderia cepacia,Betaproteobacteria,Bacteria,Burkholderiaceae,Burkholderia,Bacteria,Burkholderiales,Proteobacteria
7360,7360,GlcN(a1-7)LDManHep(a1-2)[LDManHep(a1-6)]LDManHep(a1-3)[Fruf(b2-6)Glc(b1-4)][Glc(a1-6)]LDManHep(a1-5)KdoOPOEtn,GBID15576,Unknown,None,Vibrio cholerae,Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,Vibrionales,Proteobacteria
7361,7361,Man(a1-6)[Xyl(b1-2)][Man(a1-3)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,GBID15577,Unknown,None,Abrus precatorius,Dicotyledons,Eukarya,Fabaceae,Abrus,Plantae,Fabales,Angiosperms
7362,7362,Man(a1-6)Man(a1-6)Glc(a1-3)Man,GBID15579,Unknown,None,Aspergillus niger,Eurotiomycetes,Eukarya,Trichocomaceae,Aspergillus,Fungi,Eurotiales,Ascomycota
7363,7363,Xyl(b1-4)Rha(a1-3)Xyl(b1-3)Rha(a1-2)Ara,GBID15582,Unknown,None,Triplostegia grandiflora,Dicotyledons,Eukarya,Caprifoliaceae,Triplostegia,Plantae,Dipsacales,Angiosperms
7364,7364,Glc(b1-2)[Rha(a1-3)]Rha(a1-2)Rha(a1-3)[Glc(b1-2)]Rha,GBID15583,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7365,7365,L-4dEryHexAN4en(a1-3)QuiN(b1-3)Rha(a1-3)GlcN(a1-3)[Glc(b1-2)Glc(a1-4)]GalN(a1-3)LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN(b1-6)GlcOPN,GBID15587,Unknown,None,Pseudomonas tolaasii,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
7366,7366,GalOMe(b1-6)GalOMe(b1-3)[GalOMe(b1-6)GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalOMe(b1-6)GalOMe(b1-3)[GalOMe(b1-6)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID15590,Unknown,N,Helix pomatia,Gastropoda,Eukarya,Helicidae,Helix,Animalia,Stylommatophora,Mollusca
7367,7367,Rha(a1-3)[D-FucNAc(a1-4)]Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,GBID15591,Unknown,None,Pseudomonas coronafaciens,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
7368,7368,[Glc(b1-3)Glc(b1-6)Glc(b1-3)Glc(b1-6)]Glc(b1-3)Glc,GBID15593,Unknown,None,Phytophthora parasitica,Oomycota,Eukarya,Peronosporaceae,Phytophthora,Chromista,Peronosporales,Heterokontophyta
7369,7369,Rha(a1-2)Gal(a1-3)Glc(b1-4)GlcOAc(a1-4)GalNAc(b1-2)Rha,GBID15595,Yes,None,Actinobacillus pleuropneumoniae,Gammaproteobacteria,Bacteria,Pasteurellaceae,Actinobacillus,Bacteria,Pasteurellales,Proteobacteria
7370,7370,Gal(a1-4)Gal(b1-4)Glc(a1-2)Glc(b1-6)[GlcNAc(a1-2)Glc(b1-4)][Glc(b1-3)]Glc(a1-5)[Kdo(a2-8)]Kdo,GBID15596,Unknown,None,Moraxella catarrhalis,Gammaproteobacteria,Bacteria,Moraxellaceae,Moraxella,Bacteria,Pseudomonadales,Proteobacteria
7371,7371,Xyl(b1-4)Rha(a1-2)[Rha(a1-3)]QuiOMe,GBID15597,Unknown,None,Luffa operculata,Dicotyledons,Eukarya,Cucurbitaceae,Luffa,Plantae,Cucurbitales,Angiosperms
7372,7372,Gal(b1-3)6dGul(a1-2)Gal,GBID15601,Unknown,None,,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
7373,7373,GalOAcOPyr(a1-4)GlcA(b1-4)Gal(a1-6)Gal(b1-3)Gal,GBID15605,Unknown,None,Erwinia amylovora,Gammaproteobacteria,Bacteria,Erwiniaceae,Erwinia,Bacteria,Enterobacterales,Proteobacteria
7374,7374,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)][Xyl(b1-2)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,GBID15610,Unknown,None,Acer pseudoplatanus,Dicotyledons,Eukarya,Sapindaceae,Acer,Plantae,Sapindales,Angiosperms
7375,7375,GlcNMeOCm(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[D-Araf(a1-6)]GlcNAc,GBID15612,Unknown,None,Azorhizobium caulinodans,Alphaproteobacteria,Bacteria,Xanthobacteraceae,Azorhizobium,Bacteria,Rhizobiales,Proteobacteria
7376,7376,ManOPEtn(a1-2)Man(a1-6)[Gal(a1-2)Gal(a1-6)[Gal(a1-2)]Gal(a1-3)]Man(a1-4)Glc,GBID15614,Unknown,None,Trypanosoma brucei,Kinetoplastida,Eukarya,Trypanosomatidae,Trypanosoma,Excavata,Trypanosomatida,Euglenozoa
7377,7377,GlcThr(a1-4)GlcA(a1-4)GlcA(a1-4)KdoOP,GBID15616,Unknown,None,,Alphaproteobacteria,Bacteria,Rhodobacteraceae,,Bacteria,Rhodobacterales,Proteobacteria
7378,7378,Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc,GBID15624,Unknown,N,Erythrina cristagalli,Dicotyledons,Eukarya,Fabaceae,Erythrina,Plantae,Fabales,Angiosperms
7379,7379,[GlcNAcOAcOPyr(b1-3)]GalNAc(a1-4)Glc(a1-4)Gal(b1-3)GalNAc(b1-4)GalNAc,GBID15630,Unknown,None,"Escherichia coli, Shigella dysenteriae",Gammaproteobacteria,Bacteria,Enterobacteriaceae,"Escherichia, Shigella",Bacteria,Enterobacterales,Proteobacteria
7380,7380,NeuNAc(a2-6)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID15634,Unknown,N,Mus musculus,Mammalia,Eukarya,Muridae,Mus,Animalia,Rodentia,Chordata
7381,7381,QuiN(b1-2)Rha(a1-4)GalAN(a1-6)[GlcAN(b1-3)Glc(b1-4)]Gal(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,GBID15635,Unknown,None,Agrobacterium larrymoorey,Alphaproteobacteria,Bacteria,Rhizobiaceae,Agrobacterium,Bacteria,Rhizobiales,Proteobacteria
7382,7382,[Abe(a1-3)]Rha(a1-2)Man(a1-2)Man(a1-3)[Glc(a1-2)]Gal(a1-4)Rha,GBID15636,Unknown,None,Salmonella kentucky,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Salmonella,Bacteria,Enterobacterales,Proteobacteria
7383,7383,D-FucNAc(a1-4)Rha(a1-3)Rha(a1-3)RhaGro,GBID15638,Unknown,None,Pseudomonas coronafaciens,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria
7384,7384,[Glc(b1-3)]D-6dTal(a1-3)D-6dTal(b1-3)D-6dTal(b1-3)D-6dTal(b1-2)[Glc(b1-3)]D-6dTal(b1-2)[Glc(b1-3)]D-6dTal(b1-2)D-6dTal,GBID15642,Unknown,None,,Actinobacteria,Bacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,Bifidobacteriales,Actinobacteria
7385,7385,Rha(a1-2)Glc(b1-2)GlcA,GBID15643,Unknown,None,"Medicago sativa, Robinia pseudoacacia, Styphnolobium japonicum, ",Dicotyledons,Eukarya,Fabaceae,"Medicago, Robinia, Styphnolobium, Vigna",Plantae,Fabales,Angiosperms
7386,7386,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,GBID15650,Unknown,N,Mesocricetus auratus,Mammalia,Eukarya,Cricetidae,Mesocricetus,Animalia,Rodentia,Chordata
7387,7387,GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)D-3dXylHexOMe,GBID15653,Unknown,None,Shigella dysenteriae,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Shigella,Bacteria,Enterobacterales,Proteobacteria
7388,7388,D-Rha(a1-3)D-Rha(a1-3)Gal,GBID15655,Unknown,None,Geobacillus stearothermophilus,Bacilli,Bacteria,Bacillaceae,Geobacillus,Bacteria,Bacillales,Firmicutes
7389,7389,Glc(a1-4)Gal(b1-4)Glc(b1-4)Glc(b1-4)[Glc(a1-7)LDManHep(a1-2)[LDManHep(a1-6)]LDManHep(a1-3)][Glc(a1-6)]LDManHep(a1-5)KdoOP(a2-6)GlcOPN(b1-6)GlcOPN,GBID15656,Unknown,None,,Gammaproteobacteria,Bacteria,Halomonadaceae,Halomonas,Bacteria,Oceanospirillales,Proteobacteria
7390,7390,GlcNAcAN(b1-4)GlcNAcAN(b1-4)GalNAcAN(a1-4)GlcNAcAN,GBID15658,Unknown,None,Bordetella hinzii,Betaproteobacteria,Bacteria,Alcaligenaceae,Bordetella,Bacteria,Burkholderiales,Proteobacteria
7391,7391,GlcN(a1-2)[Gal(b1-4)]Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,GBID15663,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
7392,7392,Glc(b1-6)[Fuc(a1-3)]Glc(b1-6)Glc,GBID15664,Unknown,None,Grifola frondosa,Agaricomycetes,Eukarya,Meripilaceae,Grifola,Fungi,Polyporales,Basidiomycota
7393,7393,D-FucNAc(a1-4)ManNAcA(b1-4)GlcNAcOAc(b1-3)D-FucNAc,GBID15665,Unknown,None,Yersinia pestis,Gammaproteobacteria,Bacteria,Yersiniaceae,Yersinia,Bacteria,Enterobacterales,Proteobacteria
7394,7394,Gal(b1-4)Gal(b1-4)Glc(b1-4)[GlcNAc(b1-2)LDManHep(a1-3)]LDManHep,GBID15668,Unknown,None,Neisseria gonorrhoeae,Betaproteobacteria,Bacteria,Neisseriaceae,Neisseria,Bacteria,Neisseriales,Proteobacteria
7395,7395,[Gal(b1-2)]Man(a1-2)Man(a1-2)Man(a1-6)Man,GBID15672,Unknown,None,Aspergillus niger,Eurotiomycetes,Eukarya,Trichocomaceae,Aspergillus,Fungi,Eurotiales,Ascomycota
7396,7396,Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,GBID15676,Unknown,None,Arabidopsis thaliana,Dicotyledons,Eukarya,Brassicaceae,Arabiopsis,Plantae,Brassicales,Angiosperms
7397,7397,Man(a1-2)[Fuc(a1-6)]Man(a1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,GBID15677,Unknown,None,Cantharellus cibarius,Agaricomycetes,Eukarya,Cantharellaceae,Cantharellus,Fungi,Cantharellales,Basidiomycota
7398,7398,Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,GBID15678,Unknown,N,Apis mellifera,Insecta,Eukarya,Apidae,Apis,Animalia,Hymenoptera,Arthropoda
7399,7399,Glc(b1-4)GalA(b1-4)Man(b1-4)Glc,GBID15679,Yes,None,,Gammaproteobacteria,Bacteria,Pseudoalteromonadaceae,Pseudoalteromonas,Bacteria,Alteromonadales,Proteobacteria
7400,7400,Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc,GBID15682,Unknown,None,"Eichhornia crassipes, Lentinula edodes, ","Monocotyledons , Agaricomycetes",Eukarya,"Pontederiaceae, Omphalotaceae, ","Eichhornia, Lentinula, ","Plantae, Fungi","Commelinales, Agaricales, ","Angiosperms, Basidiomycota"
7401,7401,Glc(a1-6)GalNAc(a1-3)[Glc(b1-4)]FucNAc(a1-3)QuiNAcGro,GBID15683,Unknown,None,Vibrio parahaemolyticus,Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,Vibrionales,Proteobacteria
7402,7402,GalA(a1-3)D-FucNAcN(a1-4)GalA,GBID15684,Unknown,None,Streptococcus pneumoniae,Bacilli,Bacteria,Streptococcaceae,Streptococcus,Bacteria,Lactobacillales,Firmicutes
7403,7403,GlcN(b1-3)Man(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,GBID15685,Unknown,None,,Alphaproteobacteria,Bacteria,Brucellaceae,Ochrobactrum,Bacteria,Rhizobiales,Proteobacteria
7404,7404,Gal(b1-3)[Glc(b1-6)Gal(a1-4)GlcA(b1-4)][Glc(b1-6)]Gal(a1-6)Glc(b1-3)Gal,GBID15686,Unknown,None,Pantoea stewartii,Gammaproteobacteria,Bacteria,Erwiniaceae,"Erwinia, Pantoea",Bacteria,Enterobacterales,Proteobacteria
7405,7405,[D-FucNAc(a1-2)]Rha(a1-3)Rha(a1-3)Gal(a1-3)GlcNAc(b1-3)Rha,GBID15690,Unknown,None,Escherichia coli,Gammaproteobacteria,Bacteria,Enterobacteriaceae,Escherichia,Bacteria,Enterobacterales,Proteobacteria
